station_id,day_of_week,time_interval,predicted_level
WHTM,Wednesday,19:00-20:00,1.0
WHTM,Wednesday,20:00-21:00,1.0
WHTM,Wednesday,21:00-22:00,1.0
WHTM,Wednesday,22:00-23:00,1.0
WHTM,Wednesday,23:00-00:00,1.0
WHTM,Thursday,00:00-01:00,1.0
WHTM,Thursday,01:00-02:00,1.0
WHTM,Thursday,02:00-03:00,1.0
WHTM,Thursday,03:00-04:00,1.0
WHTM,Thursday,04:00-05:00,1.0
WHTM,Thursday,05:00-06:00,1.0
WHTM,Thursday,06:00-07:00,1.0
WHTM,Thursday,07:00-08:00,1.0
WHTM,Thursday,08:00-09:00,1.0
WHTM,Thursday,09:00-10:00,1.0
WHTM,Thursday,10:00-11:00,1.0
WHTM,Thursday,11:00-12:00,1.0
WHTM,Thursday,12:00-13:00,1.0
WHTM,Thursday,13:00-14:00,1.0
WHTM,Thursday,14:00-15:00,1.0
WHTM,Thursday,15:00-16:00,1.0
WHTM,Thursday,16:00-17:00,1.0
WHTM,Thursday,17:00-18:00,1.0
WHTM,Thursday,18:00-19:00,1.0
WHTM,Thursday,19:00-20:00,1.0
WHTM,Thursday,20:00-21:00,1.0
WHTM,Thursday,21:00-22:00,1.0
WHTM,Thursday,22:00-23:00,1.0
WHTM,Thursday,23:00-00:00,1.0
WHTM,Friday,00:00-01:00,1.0
WHTM,Friday,01:00-02:00,1.0
WHTM,Friday,02:00-03:00,1.0
WHTM,Friday,03:00-04:00,1.0
WHTM,Friday,04:00-05:00,1.0
WHTM,Friday,05:00-06:00,1.0
WHTM,Friday,06:00-07:00,1.0
WHTM,Friday,07:00-08:00,1.0
WHTM,Friday,08:00-09:00,1.0
WHTM,Friday,09:00-10:00,1.0
WHTM,Friday,10:00-11:00,1.0
WHTM,Friday,11:00-12:00,1.0
WHTM,Friday,12:00-13:00,1.0
WHTM,Friday,13:00-14:00,1.0
WHTM,Friday,14:00-15:00,1.0
WHTM,Friday,15:00-16:00,1.0
WHTM,Friday,16:00-17:00,1.0
WHTM,Friday,17:00-18:00,1.0
WHTM,Friday,18:00-19:00,1.0
WHTM,Friday,19:00-20:00,1.0
WHTM,Friday,20:00-21:00,1.0
WHTM,Friday,21:00-22:00,1.0
WHTM,Friday,22:00-23:00,1.0
WHTM,Friday,23:00-00:00,1.0
WHTM,Saturday,00:00-01:00,1.0
WHTM,Saturday,01:00-02:00,1.0
WHTM,Saturday,02:00-03:00,1.0
WHTM,Saturday,03:00-04:00,1.0
WHTM,Saturday,04:00-05:00,1.0
WHTM,Saturday,05:00-06:00,1.0
WHTM,Saturday,06:00-07:00,1.0
WHTM,Saturday,07:00-08:00,1.0
WHTM,Saturday,08:00-09:00,1.0
WHTM,Saturday,09:00-10:00,1.0
WHTM,Saturday,10:00-11:00,1.0
WHTM,Saturday,11:00-12:00,1.0
WHTM,Saturday,12:00-13:00,1.0
WHTM,Saturday,13:00-14:00,1.0
WHTM,Saturday,14:00-15:00,1.0
WHTM,Saturday,15:00-16:00,1.0
WHTM,Saturday,16:00-17:00,1.0
WHTM,Saturday,17:00-18:00,1.0
WHTM,Saturday,18:00-19:00,1.0
WHTM,Saturday,19:00-20:00,1.0
WHTM,Saturday,20:00-21:00,1.0
WHTM,Saturday,21:00-22:00,1.0
WHTM,Saturday,22:00-23:00,1.0
WHTM,Saturday,23:00-00:00,1.0
WHTM,Sunday,00:00-01:00,1.0
WHTM,Sunday,01:00-02:00,1.0
WHTM,Sunday,02:00-03:00,1.0
WHTM,Sunday,03:00-04:00,1.0
WHTM,Sunday,04:00-05:00,1.0
WHTM,Sunday,05:00-06:00,1.0
WHTM,Sunday,06:00-07:00,1.0
WHTM,Sunday,07:00-08:00,1.0
WHTM,Sunday,08:00-09:00,1.0
WHTM,Sunday,09:00-10:00,1.0
WHTM,Sunday,10:00-11:00,1.0
WHTM,Sunday,11:00-12:00,1.0
WHTM,Sunday,12:00-13:00,1.0
WHTM,Sunday,13:00-14:00,1.0
WHTM,Sunday,14:00-15:00,1.0
WHTM,Sunday,15:00-16:00,1.0
WHTM,Sunday,16:00-17:00,1.0
WHTM,Sunday,17:00-18:00,1.0
WHTM,Sunday,18:00-19:00,1.0
WHTM,Sunday,19:00-20:00,1.0
WHTM,Sunday,20:00-21:00,1.0
WHTM,Sunday,21:00-22:00,1.0
WHTM,Sunday,22:00-23:00,1.0
WHTM,Sunday,23:00-00:00,1.0
WHTM,Monday,00:00-01:00,1.0
WHTM,Monday,01:00-02:00,1.0
WHTM,Monday,02:00-03:00,1.0
WHTM,Monday,03:00-04:00,1.0
WHTM,Monday,04:00-05:00,1.0
WHTM,Monday,05:00-06:00,1.0
WHTM,Monday,06:00-07:00,1.0
WHTM,Monday,07:00-08:00,1.0
WHTM,Monday,08:00-09:00,1.0
WHTM,Monday,09:00-10:00,1.0
WHTM,Monday,10:00-11:00,1.0
WHTM,Monday,11:00-12:00,1.0
WHTM,Monday,12:00-13:00,1.0
WHTM,Monday,13:00-14:00,1.0
WHTM,Monday,14:00-15:00,1.0
WHTM,Monday,15:00-16:00,1.0
WHTM,Monday,16:00-17:00,1.0
WHTM,Monday,17:00-18:00,1.0
WHTM,Monday,18:00-19:00,1.0
WHTM,Monday,19:00-20:00,1.0
WHTM,Monday,20:00-21:00,1.0
WHTM,Monday,21:00-22:00,1.0
WHTM,Monday,22:00-23:00,1.0
WHTM,Monday,23:00-00:00,1.0
UWVL,Tuesday,00:00-01:00,1.0
UWVL,Tuesday,01:00-02:00,1.0
UWVL,Tuesday,02:00-03:00,1.0
UWVL,Tuesday,03:00-04:00,1.0
UWVL,Tuesday,04:00-05:00,1.0
UWVL,Tuesday,05:00-06:00,1.0
UWVL,Tuesday,06:00-07:00,1.0
UWVL,Tuesday,07:00-08:00,1.0
UWVL,Tuesday,08:00-09:00,1.0
UWVL,Tuesday,09:00-10:00,1.0
UWVL,Tuesday,10:00-11:00,1.0
UWVL,Tuesday,11:00-12:00,1.0
UWVL,Tuesday,12:00-13:00,1.0
UWVL,Tuesday,13:00-14:00,1.0
UWVL,Tuesday,14:00-15:00,1.0
UWVL,Tuesday,15:00-16:00,1.0
UWVL,Tuesday,16:00-17:00,1.0
UWVL,Tuesday,17:00-18:00,1.0
UWVL,Tuesday,18:00-19:00,1.0
UWVL,Tuesday,19:00-20:00,1.0
UWVL,Tuesday,20:00-21:00,1.0
UWVL,Tuesday,21:00-22:00,1.0
UWVL,Tuesday,22:00-23:00,1.0
UWVL,Tuesday,23:00-00:00,1.0
UWVL,Wednesday,00:00-01:00,1.0
UWVL,Wednesday,01:00-02:00,1.0
UWVL,Wednesday,02:00-03:00,1.0
UWVL,Wednesday,03:00-04:00,1.0
UWVL,Wednesday,04:00-05:00,1.0
UWVL,Wednesday,05:00-06:00,1.0
UWVL,Wednesday,06:00-07:00,1.0
UWVL,Wednesday,07:00-08:00,1.0
UWVL,Wednesday,08:00-09:00,1.0
UWVL,Wednesday,09:00-10:00,1.0
UWVL,Wednesday,10:00-11:00,1.0
UWVL,Wednesday,11:00-12:00,1.0
UWVL,Wednesday,12:00-13:00,1.0
UWVL,Wednesday,13:00-14:00,1.0
UWVL,Wednesday,14:00-15:00,1.0
UWVL,Wednesday,15:00-16:00,1.0
UWVL,Wednesday,16:00-17:00,1.0
UWVL,Wednesday,17:00-18:00,1.0
UWVL,Wednesday,18:00-19:00,1.0
UWVL,Wednesday,19:00-20:00,1.0
UWVL,Wednesday,20:00-21:00,1.0
UWVL,Wednesday,21:00-22:00,1.0
UWVL,Wednesday,22:00-23:00,1.0
UWVL,Wednesday,23:00-00:00,1.0
UWVL,Thursday,00:00-01:00,1.0
UWVL,Thursday,01:00-02:00,1.0
UWVL,Thursday,02:00-03:00,1.0
UWVL,Thursday,03:00-04:00,1.0
UWVL,Thursday,04:00-05:00,1.0
UWVL,Thursday,05:00-06:00,1.0
UWVL,Thursday,06:00-07:00,1.0
UWVL,Thursday,07:00-08:00,1.0
UWVL,Thursday,08:00-09:00,1.0
UWVL,Thursday,09:00-10:00,1.0
UWVL,Thursday,10:00-11:00,1.0
UWVL,Thursday,11:00-12:00,1.0
UWVL,Thursday,12:00-13:00,1.0
UWVL,Thursday,13:00-14:00,1.0
UWVL,Thursday,14:00-15:00,1.0
UWVL,Thursday,15:00-16:00,1.0
UWVL,Thursday,16:00-17:00,1.0
UWVL,Thursday,17:00-18:00,1.0
UWVL,Thursday,18:00-19:00,1.0
UWVL,Thursday,19:00-20:00,1.0
UWVL,Thursday,20:00-21:00,1.0
UWVL,Thursday,21:00-22:00,1.0
UWVL,Thursday,22:00-23:00,1.0
UWVL,Thursday,23:00-00:00,1.0
UWVL,Friday,00:00-01:00,1.0
UWVL,Friday,01:00-02:00,1.0
UWVL,Friday,02:00-03:00,1.0
UWVL,Friday,03:00-04:00,1.0
UWVL,Friday,04:00-05:00,1.0
UWVL,Friday,05:00-06:00,1.0
UWVL,Friday,06:00-07:00,1.0
UWVL,Friday,07:00-08:00,1.0
UWVL,Friday,08:00-09:00,1.0
UWVL,Friday,09:00-10:00,1.0
UWVL,Friday,10:00-11:00,1.0
UWVL,Friday,11:00-12:00,1.0
UWVL,Friday,12:00-13:00,1.0
UWVL,Friday,13:00-14:00,1.0
UWVL,Friday,14:00-15:00,1.0
UWVL,Friday,15:00-16:00,1.0
UWVL,Friday,16:00-17:00,1.0
UWVL,Friday,17:00-18:00,1.0
UWVL,Friday,18:00-19:00,1.0
UWVL,Friday,19:00-20:00,1.0
UWVL,Friday,20:00-21:00,1.0
UWVL,Friday,21:00-22:00,1.0
UWVL,Friday,22:00-23:00,1.0
UWVL,Friday,23:00-00:00,1.0
UWVL,Saturday,00:00-01:00,1.0
UWVL,Saturday,01:00-02:00,1.0
UWVL,Saturday,02:00-03:00,1.0
UWVL,Saturday,03:00-04:00,1.0
UWVL,Saturday,04:00-05:00,1.0
UWVL,Saturday,05:00-06:00,1.0
UWVL,Saturday,06:00-07:00,1.0
UWVL,Saturday,07:00-08:00,1.0
UWVL,Saturday,08:00-09:00,1.0
UWVL,Saturday,09:00-10:00,1.0
UWVL,Saturday,10:00-11:00,1.0
UWVL,Saturday,11:00-12:00,1.0
UWVL,Saturday,12:00-13:00,1.0
UWVL,Saturday,13:00-14:00,1.0
UWVL,Saturday,14:00-15:00,1.0
UWVL,Saturday,15:00-16:00,1.0
UWVL,Saturday,16:00-17:00,1.0
UWVL,Saturday,17:00-18:00,1.0
UWVL,Saturday,18:00-19:00,1.0
UWVL,Saturday,19:00-20:00,1.0
UWVL,Saturday,20:00-21:00,1.0
UWVL,Saturday,21:00-22:00,1.0
UWVL,Saturday,22:00-23:00,1.0
UWVL,Saturday,23:00-00:00,1.0
UWVL,Sunday,00:00-01:00,1.0
UWVL,Sunday,01:00-02:00,1.0
UWVL,Sunday,02:00-03:00,1.0
UWVL,Sunday,03:00-04:00,1.0
UWVL,Sunday,04:00-05:00,1.0
UWVL,Sunday,05:00-06:00,1.0
UWVL,Sunday,06:00-07:00,1.0
UWVL,Sunday,07:00-08:00,1.0
UWVL,Sunday,08:00-09:00,1.0
UWVL,Sunday,09:00-10:00,1.0
UWVL,Sunday,10:00-11:00,1.0
UWVL,Sunday,11:00-12:00,1.0
UWVL,Sunday,12:00-13:00,1.0
UWVL,Sunday,13:00-14:00,1.0
UWVL,Sunday,14:00-15:00,1.0
UWVL,Sunday,15:00-16:00,1.0
UWVL,Sunday,16:00-17:00,1.0
UWVL,Sunday,17:00-18:00,1.0
UWVL,Sunday,18:00-19:00,1.0
UWVL,Sunday,19:00-20:00,1.0
UWVL,Sunday,20:00-21:00,1.0
UWVL,Sunday,21:00-22:00,1.0
UWVL,Sunday,22:00-23:00,1.0
UWVL,Sunday,23:00-00:00,1.0
UWVL,Monday,00:00-01:00,1.0
UWVL,Monday,01:00-02:00,1.0
UWVL,Monday,02:00-03:00,1.0
UWVL,Monday,03:00-04:00,1.0
UWVL,Monday,04:00-05:00,1.0
UWVL,Monday,05:00-06:00,1.0
UWVL,Monday,06:00-07:00,1.0
UWVL,Monday,07:00-08:00,1.0
UWVL,Monday,08:00-09:00,1.0
UWVL,Monday,09:00-10:00,1.0
UWVL,Monday,10:00-11:00,1.0
UWVL,Monday,11:00-12:00,1.0
UWVL,Monday,12:00-13:00,1.0
UWVL,Monday,13:00-14:00,1.0
UWVL,Monday,14:00-15:00,1.0
UWVL,Monday,15:00-16:00,1.0
UWVL,Monday,16:00-17:00,1.0
UWVL,Monday,17:00-18:00,1.0
UWVL,Monday,18:00-19:00,1.0
UWVL,Monday,19:00-20:00,1.0
UWVL,Monday,20:00-21:00,1.0
UWVL,Monday,21:00-22:00,1.0
UWVL,Monday,22:00-23:00,1.0
UWVL,Monday,23:00-00:00,1.0
KDGD,Tuesday,00:00-01:00,
KDGD,Tuesday,01:00-02:00,
KDGD,Tuesday,02:00-03:00,
KDGD,Tuesday,03:00-04:00,1.0
KDGD,Tuesday,04:00-05:00,1.0
KDGD,Tuesday,05:00-06:00,1.0
KDGD,Tuesday,06:00-07:00,1.0
KDGD,Tuesday,07:00-08:00,1.0
KDGD,Tuesday,08:00-09:00,2.0
KDGD,Tuesday,09:00-10:00,2.0
KDGD,Tuesday,10:00-11:00,2.0
KDGD,Tuesday,11:00-12:00,1.0
KDGD,Tuesday,12:00-13:00,1.0
KDGD,Tuesday,13:00-14:00,1.0
KDGD,Tuesday,14:00-15:00,1.0
KDGD,Tuesday,15:00-16:00,1.0
KDGD,Tuesday,16:00-17:00,1.0
KDGD,Tuesday,17:00-18:00,1.0
KDGD,Tuesday,18:00-19:00,1.0
KDGD,Tuesday,19:00-20:00,1.0
KDGD,Tuesday,20:00-21:00,1.0
KDGD,Tuesday,21:00-22:00,1.0
KDGD,Tuesday,22:00-23:00,1.0
KDGD,Tuesday,23:00-00:00,1.0
KDGD,Wednesday,00:00-01:00,1.0
KDGD,Wednesday,01:00-02:00,1.0
KDGD,Wednesday,02:00-03:00,1.0
KDGD,Wednesday,03:00-04:00,1.0
KDGD,Wednesday,04:00-05:00,2.0
KDGD,Wednesday,05:00-06:00,1.0
KDGD,Wednesday,06:00-07:00,1.0
KDGD,Wednesday,07:00-08:00,1.0
KDGD,Wednesday,08:00-09:00,1.0
KDGD,Wednesday,09:00-10:00,1.0
KDGD,Wednesday,10:00-11:00,1.0
KDGD,Wednesday,11:00-12:00,1.0
KDGD,Wednesday,12:00-13:00,1.0
KDGD,Wednesday,13:00-14:00,1.0
KDGD,Wednesday,14:00-15:00,1.0
KDGD,Wednesday,15:00-16:00,1.0
KDGD,Wednesday,16:00-17:00,1.0
KDGD,Wednesday,17:00-18:00,1.0
KDGD,Wednesday,18:00-19:00,1.0
KDGD,Wednesday,19:00-20:00,1.0
KDGD,Wednesday,20:00-21:00,1.0
KDGD,Wednesday,21:00-22:00,1.0
KDGD,Wednesday,22:00-23:00,1.0
KDGD,Wednesday,23:00-00:00,1.0
KDGD,Thursday,00:00-01:00,1.0
KDGD,Thursday,01:00-02:00,1.0
KDGD,Thursday,02:00-03:00,1.0
KDGD,Thursday,03:00-04:00,1.0
KDGD,Thursday,04:00-05:00,1.0
KDGD,Thursday,05:00-06:00,1.0
KDGD,Thursday,06:00-07:00,1.0
KDGD,Thursday,07:00-08:00,1.0
KDGD,Thursday,08:00-09:00,1.0
KDGD,Thursday,09:00-10:00,1.0
KDGD,Thursday,10:00-11:00,1.0
KDGD,Thursday,11:00-12:00,1.0
KDGD,Thursday,12:00-13:00,1.0
KDGD,Thursday,13:00-14:00,1.0
KDGD,Thursday,14:00-15:00,1.0
KDGD,Thursday,15:00-16:00,1.0
KDGD,Thursday,16:00-17:00,1.0
KDGD,Thursday,17:00-18:00,1.0
KDGD,Thursday,18:00-19:00,1.0
KDGD,Thursday,19:00-20:00,1.0
KDGD,Thursday,20:00-21:00,1.0
KDGD,Thursday,21:00-22:00,1.0
KDGD,Thursday,22:00-23:00,1.0
KDGD,Thursday,23:00-00:00,1.0
KDGD,Friday,00:00-01:00,1.0
KDGD,Friday,01:00-02:00,1.0
KDGD,Friday,02:00-03:00,1.0
KDGD,Friday,03:00-04:00,1.0
KDGD,Friday,04:00-05:00,1.0
KDGD,Friday,05:00-06:00,1.0
KDGD,Friday,06:00-07:00,1.0
KDGD,Friday,07:00-08:00,1.0
KDGD,Friday,08:00-09:00,1.0
KDGD,Friday,09:00-10:00,1.0
KDGD,Friday,10:00-11:00,1.0
KDGD,Friday,11:00-12:00,1.0
KDGD,Friday,12:00-13:00,1.0
KDGD,Friday,13:00-14:00,1.0
KDGD,Friday,14:00-15:00,1.0
KDGD,Friday,15:00-16:00,1.0
KDGD,Friday,16:00-17:00,1.0
KDGD,Friday,17:00-18:00,1.0
KDGD,Friday,18:00-19:00,1.0
KDGD,Friday,19:00-20:00,1.0
KDGD,Friday,20:00-21:00,1.0
KDGD,Friday,21:00-22:00,1.0
KDGD,Friday,22:00-23:00,1.0
KDGD,Friday,23:00-00:00,1.0
KDGD,Saturday,00:00-01:00,1.0
KDGD,Saturday,01:00-02:00,1.0
KDGD,Saturday,02:00-03:00,1.0
KDGD,Saturday,03:00-04:00,1.0
KDGD,Saturday,04:00-05:00,1.0
KDGD,Saturday,05:00-06:00,1.0
KDGD,Saturday,06:00-07:00,1.0
KDGD,Saturday,07:00-08:00,1.0
KDGD,Saturday,08:00-09:00,1.0
KDGD,Saturday,09:00-10:00,1.0
KDGD,Saturday,10:00-11:00,1.0
KDGD,Saturday,11:00-12:00,1.0
KDGD,Saturday,12:00-13:00,1.0
KDGD,Saturday,13:00-14:00,1.0
KDGD,Saturday,14:00-15:00,1.0
KDGD,Saturday,15:00-16:00,1.0
KDGD,Saturday,16:00-17:00,1.0
KDGD,Saturday,17:00-18:00,1.0
KDGD,Saturday,18:00-19:00,1.0
KDGD,Saturday,19:00-20:00,1.0
KDGD,Saturday,20:00-21:00,1.0
KDGD,Saturday,21:00-22:00,1.0
KDGD,Saturday,22:00-23:00,1.0
KDGD,Saturday,23:00-00:00,1.0
KDGD,Sunday,00:00-01:00,1.0
KDGD,Sunday,01:00-02:00,1.0
KDGD,Sunday,02:00-03:00,1.0
KDGD,Sunday,03:00-04:00,1.0
KDGD,Sunday,04:00-05:00,1.0
KDGD,Sunday,05:00-06:00,1.0
KDGD,Sunday,06:00-07:00,1.0
KDGD,Sunday,07:00-08:00,1.0
KDGD,Sunday,08:00-09:00,1.0
KDGD,Sunday,09:00-10:00,1.0
KDGD,Sunday,10:00-11:00,1.0
KDGD,Sunday,11:00-12:00,1.0
KDGD,Sunday,12:00-13:00,1.0
KDGD,Sunday,13:00-14:00,1.0
KDGD,Sunday,14:00-15:00,1.0
KDGD,Sunday,15:00-16:00,1.0
KDGD,Sunday,16:00-17:00,1.0
KDGD,Sunday,17:00-18:00,1.0
KDGD,Sunday,18:00-19:00,1.0
KDGD,Sunday,19:00-20:00,1.0
KDGD,Sunday,20:00-21:00,1.0
KDGD,Sunday,21:00-22:00,1.0
KDGD,Sunday,22:00-23:00,1.0
KDGD,Sunday,23:00-00:00,1.0
KDGD,Monday,00:00-01:00,1.0
KDGD,Monday,01:00-02:00,1.0
KDGD,Monday,02:00-03:00,1.0
KDGD,Monday,03:00-04:00,1.0
KDGD,Monday,04:00-05:00,1.0
KDGD,Monday,05:00-06:00,1.0
KDGD,Monday,06:00-07:00,1.0
KDGD,Monday,07:00-08:00,1.0
KDGD,Monday,08:00-09:00,1.0
KDGD,Monday,09:00-10:00,1.0
KDGD,Monday,10:00-11:00,1.0
KDGD,Monday,11:00-12:00,1.0
KDGD,Monday,12:00-13:00,1.0
KDGD,Monday,13:00-14:00,1.0
KDGD,Monday,14:00-15:00,1.0
KDGD,Monday,15:00-16:00,1.0
KDGD,Monday,16:00-17:00,1.0
KDGD,Monday,17:00-18:00,1.0
KDGD,Monday,18:00-19:00,1.0
KDGD,Monday,19:00-20:00,1.0
KDGD,Monday,20:00-21:00,1.0
KDGD,Monday,21:00-22:00,1.0
KDGD,Monday,22:00-23:00,1.0
KDGD,Monday,23:00-00:00,1.0
ITPL,Tuesday,00:00-01:00,
ITPL,Tuesday,01:00-02:00,
ITPL,Tuesday,02:00-03:00,
ITPL,Tuesday,03:00-04:00,
ITPL,Tuesday,04:00-05:00,
ITPL,Tuesday,05:00-06:00,
ITPL,Tuesday,06:00-07:00,
ITPL,Tuesday,07:00-08:00,
ITPL,Tuesday,08:00-09:00,
ITPL,Tuesday,09:00-10:00,
ITPL,Tuesday,10:00-11:00,
ITPL,Tuesday,11:00-12:00,
ITPL,Tuesday,12:00-13:00,
ITPL,Tuesday,13:00-14:00,
ITPL,Tuesday,14:00-15:00,
ITPL,Tuesday,15:00-16:00,
ITPL,Tuesday,16:00-17:00,
ITPL,Tuesday,17:00-18:00,
ITPL,Tuesday,18:00-19:00,
ITPL,Tuesday,19:00-20:00,
ITPL,Tuesday,20:00-21:00,
ITPL,Tuesday,21:00-22:00,
ITPL,Tuesday,22:00-23:00,
ITPL,Tuesday,23:00-00:00,
ITPL,Wednesday,00:00-01:00,
ITPL,Wednesday,01:00-02:00,
ITPL,Wednesday,02:00-03:00,
ITPL,Wednesday,03:00-04:00,
ITPL,Wednesday,04:00-05:00,
ITPL,Wednesday,05:00-06:00,
ITPL,Wednesday,06:00-07:00,
ITPL,Wednesday,07:00-08:00,
ITPL,Wednesday,08:00-09:00,
ITPL,Wednesday,09:00-10:00,
ITPL,Wednesday,10:00-11:00,
ITPL,Wednesday,11:00-12:00,
ITPL,Wednesday,12:00-13:00,
ITPL,Wednesday,13:00-14:00,
ITPL,Wednesday,14:00-15:00,
ITPL,Wednesday,15:00-16:00,
ITPL,Wednesday,16:00-17:00,
ITPL,Wednesday,17:00-18:00,
ITPL,Wednesday,18:00-19:00,
ITPL,Wednesday,19:00-20:00,
ITPL,Wednesday,20:00-21:00,
ITPL,Wednesday,21:00-22:00,
ITPL,Wednesday,22:00-23:00,
ITPL,Wednesday,23:00-00:00,
ITPL,Thursday,00:00-01:00,
ITPL,Thursday,01:00-02:00,
ITPL,Thursday,02:00-03:00,
ITPL,Thursday,03:00-04:00,
ITPL,Thursday,04:00-05:00,
ITPL,Thursday,05:00-06:00,
ITPL,Thursday,06:00-07:00,
ITPL,Thursday,07:00-08:00,
ITPL,Thursday,08:00-09:00,
ITPL,Thursday,09:00-10:00,
ITPL,Thursday,10:00-11:00,
ITPL,Thursday,11:00-12:00,
ITPL,Thursday,12:00-13:00,
ITPL,Thursday,13:00-14:00,
ITPL,Thursday,14:00-15:00,
ITPL,Thursday,15:00-16:00,
ITPL,Thursday,16:00-17:00,
ITPL,Thursday,17:00-18:00,
ITPL,Thursday,18:00-19:00,
ITPL,Thursday,19:00-20:00,
ITPL,Thursday,20:00-21:00,
ITPL,Thursday,21:00-22:00,
ITPL,Thursday,22:00-23:00,
ITPL,Thursday,23:00-00:00,
ITPL,Friday,00:00-01:00,
ITPL,Friday,01:00-02:00,
ITPL,Friday,02:00-03:00,
ITPL,Friday,03:00-04:00,
ITPL,Friday,04:00-05:00,
ITPL,Friday,05:00-06:00,
ITPL,Friday,06:00-07:00,
ITPL,Friday,07:00-08:00,
ITPL,Friday,08:00-09:00,
ITPL,Friday,09:00-10:00,
ITPL,Friday,10:00-11:00,
ITPL,Friday,11:00-12:00,
ITPL,Friday,12:00-13:00,
ITPL,Friday,13:00-14:00,
ITPL,Friday,14:00-15:00,
ITPL,Friday,15:00-16:00,
ITPL,Friday,16:00-17:00,
ITPL,Friday,17:00-18:00,
ITPL,Friday,18:00-19:00,
ITPL,Friday,19:00-20:00,
ITPL,Friday,20:00-21:00,
ITPL,Friday,21:00-22:00,
ITPL,Friday,22:00-23:00,
ITPL,Friday,23:00-00:00,
ITPL,Saturday,00:00-01:00,
ITPL,Saturday,01:00-02:00,
ITPL,Saturday,02:00-03:00,
ITPL,Saturday,03:00-04:00,
ITPL,Saturday,04:00-05:00,
ITPL,Saturday,05:00-06:00,
ITPL,Saturday,06:00-07:00,
ITPL,Saturday,07:00-08:00,
ITPL,Saturday,08:00-09:00,
ITPL,Saturday,09:00-10:00,
ITPL,Saturday,10:00-11:00,
ITPL,Saturday,11:00-12:00,
ITPL,Saturday,12:00-13:00,
ITPL,Saturday,13:00-14:00,
ITPL,Saturday,14:00-15:00,
ITPL,Saturday,15:00-16:00,
ITPL,Saturday,16:00-17:00,
ITPL,Saturday,17:00-18:00,
ITPL,Saturday,18:00-19:00,
ITPL,Saturday,19:00-20:00,
ITPL,Saturday,20:00-21:00,
ITPL,Saturday,21:00-22:00,
ITPL,Saturday,22:00-23:00,
ITPL,Saturday,23:00-00:00,
ITPL,Sunday,00:00-01:00,
ITPL,Sunday,01:00-02:00,
ITPL,Sunday,02:00-03:00,
ITPL,Sunday,03:00-04:00,
ITPL,Sunday,04:00-05:00,
ITPL,Sunday,05:00-06:00,
ITPL,Sunday,06:00-07:00,
ITPL,Sunday,07:00-08:00,
ITPL,Sunday,08:00-09:00,
ITPL,Sunday,09:00-10:00,
ITPL,Sunday,10:00-11:00,
ITPL,Sunday,11:00-12:00,
ITPL,Sunday,12:00-13:00,
ITPL,Sunday,13:00-14:00,
ITPL,Sunday,14:00-15:00,
ITPL,Sunday,15:00-16:00,
ITPL,Sunday,16:00-17:00,
ITPL,Sunday,17:00-18:00,
ITPL,Sunday,18:00-19:00,
ITPL,Sunday,19:00-20:00,
ITPL,Sunday,20:00-21:00,
ITPL,Sunday,21:00-22:00,
ITPL,Sunday,22:00-23:00,
ITPL,Sunday,23:00-00:00,
ITPL,Monday,00:00-01:00,
ITPL,Monday,01:00-02:00,
ITPL,Monday,02:00-03:00,
ITPL,Monday,03:00-04:00,
ITPL,Monday,04:00-05:00,
ITPL,Monday,05:00-06:00,
